country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
England,2021-01-29,7701203.0,7253305.0,447898.0,310733.0,13.68,12.89,0.8,5521.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-01-30,8251146.0,7792996.0,458150.0,325853.0,14.66,13.85,0.81,5789.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-01-31,8543262.0,8082355.0,460907.0,339126.0,15.18,14.36,0.82,6025.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-01,8825371.0,8362868.0,462503.0,345688.0,15.68,14.86,0.82,6142.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-02,9126930.0,8663041.0,463889.0,351581.0,16.21,15.39,0.82,6246.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-03,9508006.0,9041835.0,466171.0,369879.0,16.89,16.06,0.83,6571.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-04,9899043.0,9430261.0,468782.0,376532.0,17.59,16.75,0.83,6690.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-05,10302620.0,9831897.0,470723.0,371631.0,18.3,17.47,0.84,6602.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-06,10761539.0,10290215.0,471324.0,358628.0,19.12,18.28,0.84,6371.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-07,10991365.0,10519729.0,471636.0,349729.0,19.53,18.69,0.84,6213.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-08,11245053.0,10771998.0,473055.0,345669.0,19.98,19.14,0.84,6141.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-09,11558880.0,11083652.0,475228.0,347421.0,20.54,19.69,0.84,6172.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-10,11901827.0,11422507.0,479320.0,341974.0,21.14,20.29,0.85,6076.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-11,12293207.0,11809241.0,483966.0,342023.0,21.84,20.98,0.86,6076.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-12,12733865.0,12246166.0,487699.0,347321.0,22.62,21.76,0.87,6171.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-13,13165548.0,12675663.0,489885.0,343430.0,23.39,22.52,0.87,6101.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
England,2021-02-14,13353631.0,12862909.0,490722.0,337467.0,23.72,22.85,0.87,5995.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
Estonia,2020-12-28,207.0,,,,0.02,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2020-12-29,516.0,,,309.0,0.04,,,233.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2020-12-30,884.0,,,338.0,0.07,,,255.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2020-12-31,1907.0,,,567.0,0.14,,,427.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-01,2487.0,,,570.0,0.19,,,430.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-02,,,,459.0,,,,346.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-03,2517.0,,,385.0,0.19,,,290.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-04,2535.0,,,333.0,0.19,,,251.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-05,3188.0,,,382.0,0.24,,,288.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-06,5009.0,,,589.0,0.38,,,444.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-07,6632.0,,,675.0,0.5,,,509.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-08,7973.0,,,784.0,0.6,,,591.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-09,10197.0,,,1099.0,0.77,,,828.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-10,10749.0,,,1176.0,0.81,,,887.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-11,10972.0,,,1205.0,0.83,,,908.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-12,11896.0,,,1244.0,0.9,,,938.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-13,13481.0,,,1210.0,1.02,,,912.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-14,14879.0,,,1178.0,1.12,,,888.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-15,16677.0,,,1243.0,1.26,,,937.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-16,17959.0,,,1109.0,1.35,,,836.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-17,18179.0,,,1061.0,1.37,,,800.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-18,18275.0,,,1043.0,1.38,,,786.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-19,19315.0,,,1060.0,1.46,,,799.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-20,20478.0,,,1000.0,1.54,,,754.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-21,21985.0,,,1015.0,1.66,,,765.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-22,24196.0,,,1074.0,1.82,,,810.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-23,25704.0,,,1106.0,1.94,,,834.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-24,25964.0,,,1112.0,1.96,,,838.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-25,26126.0,,,1122.0,1.97,,,846.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-26,27180.0,,,1124.0,2.05,,,847.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-27,29594.0,,,1302.0,2.23,,,982.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-28,31629.0,25415.0,6214.0,1378.0,2.38,1.92,0.47,1039.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-29,34019.0,26412.0,7607.0,1403.0,2.56,1.99,0.57,1058.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-30,37230.0,27633.0,9597.0,1647.0,2.81,2.08,0.72,1242.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-01-31,38055.0,27900.0,10155.0,1727.0,2.87,2.1,0.77,1302.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-01,38594.0,28186.0,10408.0,1781.0,2.91,2.12,0.78,1343.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-02,40217.0,28907.0,11310.0,1862.0,3.03,2.18,0.85,1404.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-03,43000.0,30158.0,12842.0,1915.0,3.24,2.27,0.97,1444.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-04,46194.0,31864.0,14330.0,2081.0,3.48,2.4,1.08,1569.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-05,49798.0,33927.0,15871.0,2254.0,3.75,2.56,1.2,1699.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-06,52868.0,35492.0,17376.0,2234.0,3.99,2.68,1.31,1684.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-07,53424.0,35905.0,17519.0,2196.0,4.03,2.71,1.32,1655.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-08,53481.0,35917.0,17564.0,2127.0,4.03,2.71,1.32,1603.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-09,,,,2236.0,,,,1686.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-10,58261.0,39147.0,19114.0,2180.0,4.39,2.95,1.44,1643.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-11,61757.0,41731.0,20026.0,2223.0,4.66,3.15,1.51,1676.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-12,65798.0,44486.0,21312.0,2286.0,4.96,3.35,1.61,1723.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-13,68146.0,46020.0,22126.0,2183.0,5.14,3.47,1.67,1646.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-14,68436.0,46152.0,22284.0,2145.0,5.16,3.48,1.68,1617.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Estonia,2021-02-15,68497.0,46154.0,22343.0,2145.0,5.16,3.48,1.68,1617.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board
Faeroe Islands,2021-01-29,3994.0,3993.0,1.0,,8.17,8.17,0.0,,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-01-30,,,,83.0,,,,1699.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-01-31,,,,83.0,,,,1699.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-02-01,,,,83.0,,,,1699.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-02-02,,,,83.0,,,,1699.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-02-03,,,,83.0,,,,1699.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-02-04,,,,83.0,,,,1699.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-02-05,,,,83.0,,,,1699.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-02-06,4657.0,4051.0,606.0,83.0,9.53,8.29,1.24,1699.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-02-07,,,,80.0,,,,1637.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-02-08,4783.0,4098.0,685.0,77.0,9.79,8.39,1.4,1576.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-02-09,,,,106.0,,,,2169.0,Pfizer/BioNTech,Government of the Faeroe Islands
Faeroe Islands,2021-02-10,5355.0,4134.0,1221.0,135.0,10.96,8.46,2.5,2763.0,Pfizer/BioNTech,Government of the Faeroe Islands
Finland,2020-12-31,1767.0,,,,0.03,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-01,,,,459.0,,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-02,,,,459.0,,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-03,,,,459.0,,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-04,3604.0,,,459.0,0.07,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-05,5445.0,,,736.0,0.1,,,133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-06,,,,839.0,,,,151.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-07,8155.0,,,913.0,0.15,,,165.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-08,11135.0,,,1273.0,0.2,,,230.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-09,,,,1353.0,,,,244.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-10,,,,1433.0,,,,259.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-11,14196.0,,,1513.0,0.26,,,273.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-12,17617.0,,,1739.0,0.32,,,314.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-13,23126.0,,,2332.0,0.42,,,421.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-14,33033.0,,,3554.0,0.6,,,641.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-15,43143.0,,,4573.0,0.78,,,825.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-16,,,,4971.0,,,,897.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-17,,,,5369.0,,,,969.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-18,54568.0,,,5767.0,0.98,,,1041.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-19,55824.0,,,5458.0,1.01,,,985.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-20,62061.0,,,5562.0,1.12,,,1004.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-21,78300.0,,,6467.0,1.41,,,1167.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-22,91260.0,,,6874.0,1.65,,,1241.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-23,,,,7253.0,,,,1309.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-24,,,,7633.0,,,,1378.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-25,110651.0,106098.0,4553.0,8012.0,2.0,1.91,0.08,1446.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-26,117007.0,110047.0,6960.0,8740.0,2.11,1.99,0.13,1577.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-27,126910.0,117555.0,9355.0,9264.0,2.29,2.12,0.17,1672.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-28,138323.0,127783.0,10540.0,8575.0,2.5,2.31,0.19,1548.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-29,151790.0,137551.0,14239.0,8647.0,2.74,2.48,0.26,1561.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-30,162277.0,144520.0,17757.0,9222.0,2.93,2.61,0.32,1664.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-01-31,,,,8404.0,,,,1517.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-01,163760.0,145557.0,18203.0,7587.0,2.96,2.63,0.33,1369.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-02,163973.0,145770.0,18203.0,6709.0,2.96,2.63,0.33,1211.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-03,173372.0,149951.0,23421.0,6637.0,3.13,2.71,0.42,1198.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-04,193917.0,159624.0,34293.0,7942.0,3.5,2.88,0.62,1433.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-05,207303.0,164636.0,42667.0,7930.0,3.74,2.97,0.77,1431.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-06,217844.0,169194.0,48650.0,7938.0,3.93,3.05,0.88,1433.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-07,220116.0,170335.0,49781.0,8157.0,3.97,3.07,0.9,1472.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-08,220636.0,170641.0,49995.0,8125.0,3.98,3.08,0.9,1466.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-09,227427.0,173558.0,53869.0,9065.0,4.1,3.13,0.97,1636.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-10,233775.0,178005.0,55770.0,8629.0,4.22,3.21,1.01,1557.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-11,247536.0,187384.0,60152.0,7660.0,4.47,3.38,1.09,1382.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-12,261342.0,197540.0,63802.0,7720.0,4.72,3.57,1.15,1393.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-13,273115.0,206283.0,66832.0,7896.0,4.93,3.72,1.21,1425.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-14,276469.0,209510.0,66959.0,8050.0,4.99,3.78,1.21,1453.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
Finland,2021-02-15,277186.0,210194.0,66992.0,8079.0,5.0,3.79,1.21,1458.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare
France,2020-12-27,13.0,13.0,,,0.0,0.0,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2020-12-28,52.0,52.0,,39.0,0.0,0.0,,1.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2020-12-29,138.0,138.0,,62.0,0.0,0.0,,1.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2020-12-30,237.0,237.0,,75.0,0.0,0.0,,1.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2020-12-31,316.0,316.0,,76.0,0.0,0.0,,1.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-01,325.0,325.0,,62.0,0.0,0.0,,1.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-02,367.0,367.0,,59.0,0.0,0.0,,1.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-03,441.0,441.0,,61.0,0.0,0.0,,1.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-04,1800.0,1800.0,,250.0,0.0,0.0,,4.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-05,6744.0,6744.0,,944.0,0.01,0.01,,14.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-06,17064.0,17064.0,,2404.0,0.03,0.03,,35.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-07,43282.0,43282.0,,6138.0,0.06,0.06,,90.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-08,76022.0,76022.0,,10814.0,0.11,0.11,,159.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-09,86315.0,86315.0,,12278.0,0.13,0.13,,181.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-10,91629.0,91629.0,,13027.0,0.14,0.14,,192.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-11,125412.0,125412.0,,17659.0,0.18,0.18,,260.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-12,179119.0,179119.0,,24625.0,0.26,0.26,,363.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-13,235786.0,235786.0,,31246.0,0.35,0.35,,461.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-14,306206.0,306206.0,,37561.0,0.45,0.45,,554.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-15,364846.0,364846.0,,41261.0,0.54,0.54,,608.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-16,382326.0,382326.0,,42287.0,0.56,0.56,,623.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-17,391910.0,391910.0,,42897.0,0.58,0.58,,632.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-18,468073.0,468073.0,,48952.0,0.69,0.69,,722.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-19,585735.0,585735.0,,58088.0,0.86,0.86,,856.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-20,708973.0,708973.0,,67598.0,1.05,1.05,,997.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-21,850380.0,850380.0,,77739.0,1.25,1.25,,1146.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-22,959716.0,959716.0,,84981.0,1.41,1.41,,1253.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-23,995147.0,995147.0,,87546.0,1.47,1.47,,1291.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-24,1003968.0,1003968.0,,87437.0,1.48,1.48,,1289.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-25,1075045.0,1075045.0,,86710.0,1.58,1.58,,1278.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-26,1171264.0,1165852.0,5412.0,83647.0,1.73,1.72,0.01,1233.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-27,1274711.0,1262972.0,11739.0,80820.0,1.88,1.86,0.02,1191.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-28,1396881.0,1372680.0,24201.0,78072.0,2.06,2.02,0.04,1151.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-29,1494643.0,1453325.0,41318.0,76418.0,2.2,2.14,0.06,1127.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-30,1525377.0,1479909.0,45468.0,75747.0,2.25,2.18,0.07,1117.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-01-31,1533630.0,1486493.0,47137.0,75666.0,2.26,2.19,0.07,1115.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-01,1609072.0,1541079.0,67993.0,76290.0,2.37,2.27,0.1,1125.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-02,1717385.0,1615088.0,102297.0,78017.0,2.53,2.38,0.15,1150.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-03,1825982.0,1687026.0,138956.0,78753.0,2.69,2.49,0.2,1161.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-04,1962126.0,1772602.0,189524.0,80749.0,2.89,2.61,0.28,1190.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-05,2077037.0,1843763.0,233274.0,83199.0,3.06,2.72,0.34,1226.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-06,2109641.0,1866091.0,243550.0,83466.0,3.11,2.75,0.36,1230.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-07,2120218.0,1871604.0,248614.0,83798.0,3.13,2.76,0.37,1235.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-08,2216826.0,1922706.0,294120.0,86822.0,3.27,2.83,0.43,1280.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-09,2356862.0,1990860.0,366002.0,91354.0,3.47,2.93,0.54,1347.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-10,2502935.0,2060675.0,442260.0,96708.0,3.69,3.04,0.65,1426.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-11,2686925.0,2146212.0,540713.0,103543.0,3.96,3.16,0.8,1526.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-12,2839817.0,2225321.0,614496.0,108969.0,4.19,3.28,0.91,1606.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
France,2021-02-13,2883456.0,2249685.0,633771.0,110545.0,4.25,3.32,0.93,1630.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France
